SK_FATO_META;ID_META_ORIGEM;SK_TEMPO;SK_LOJA;SK_CANALVENDA;SK_PRODUTO;SK_CATEGORIA;SK_MARCA;ANO;MES;ANO_MES;TIPO_META;META_FATURAMENTO_BRUTO;META_FATURAMENTO_LIQUIDO;META_QTD_VENDAS;META_QTD_ITENS;META_TICKET_MEDIO;META_MARGEM_BRUTA;META_PERCENTUAL_MARGEM;DATA_INICIO_META;DATA_FIM_META;FL_META_ATIVA;DATA_CARGA;DATA_ATUALIZACAO_DW
135;MET00000135;20250101;3;4;;5;;2025;1;2025-01;MISTA;160333.4;145163.41;2748.5937;3892.5657;52.81;47665.67;32.8359;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
136;MET00000136;20250101;3;4;;6;;2025;1;2025-01;MISTA;133127.48;118790.89;718.4778;1864.3273;165.34;44180.88;37.1921;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
137;MET00000137;20250101;3;4;;7;;2025;1;2025-01;MISTA;179080.24;170858.33;2033.833;3993.2668;84.01;52117.09;30.5031;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
138;MET00000138;20250101;3;4;;8;;2025;1;2025-01;MISTA;134618.55;130475.24;945.0611;1616.6456;138.06;27682.22;21.2165;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
139;MET00000139;20250101;3;4;;9;;2025;1;2025-01;MISTA;144988.26;137483.92;2482.8845;6601.8632;55.37;39858.38;28.9913;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
140;MET00000140;20250101;3;4;;10;;2025;1;2025-01;MISTA;166251.31;159090.26;1652.2046;2207.3391;96.29;39274.71;24.6871;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
141;MET00000141;20250101;3;5;;1;;2025;1;2025-01;MISTA;44846.53;40664.51;2165.8896;5175.0769;18.77;8962.76;22.0407;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
142;MET00000142;20250101;3;5;;2;;2025;1;2025-01;MISTA;136750.57;129592.02;2287.2006;5215.3474;56.66;37528.8;28.9592;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
143;MET00000143;20250101;3;5;;3;;2025;1;2025-01;MISTA;111260.1;107488.91;2363.5798;3144.6184;45.48;31401.14;29.2134;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
144;MET00000144;20250101;3;5;;4;;2025;1;2025-01;MISTA;144806.62;129965.31;2239.3874;4216.9161;58.04;28045.56;21.5793;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
145;MET00000145;20250101;3;5;;5;;2025;1;2025-01;MISTA;71694.65;63168.81;1587.1987;3767.0614;39.8;16152.66;25.5706;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
146;MET00000146;20250101;3;5;;6;;2025;1;2025-01;MISTA;164498.73;157843.67;1812.4973;4618.7681;87.09;34104.46;21.6065;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
147;MET00000147;20250101;3;5;;7;;2025;1;2025-01;MISTA;40478.01;37188.82;1180.4953;1521.7871;31.5;7696.31;20.6952;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
148;MET00000148;20250101;3;5;;8;;2025;1;2025-01;MISTA;173396.03;160773.29;2239.7033;2915.1327;71.78;34766.58;21.6246;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
149;MET00000149;20250101;3;5;;9;;2025;1;2025-01;MISTA;101776.18;90804.67;1258.3393;3520.8835;72.16;28236.96;31.0964;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
150;MET00000150;20250101;3;5;;10;;2025;1;2025-01;MISTA;172815.74;165082.01;2993.2083;4490.7419;55.15;30774.62;18.642;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
151;MET00000151;20250101;4;1;;1;;2025;1;2025-01;MISTA;93633.04;85472.28;2939.7083;7607.6076;29.08;17275.3;20.2116;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
152;MET00000152;20250101;4;1;;2;;2025;1;2025-01;MISTA;148094.95;142192.1;1719.4454;4685.6382;82.7;42194.24;29.6741;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
153;MET00000153;20250101;4;1;;3;;2025;1;2025-01;MISTA;47706.39;43854.89;735.3059;1223.9209;59.64;14486.37;33.0325;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
154;MET00000154;20250101;4;1;;4;;2025;1;2025-01;MISTA;133346.49;120579.1;2975.8594;3983.9152;40.52;23719.88;19.6716;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
155;MET00000155;20250101;4;1;;5;;2025;1;2025-01;MISTA;76700.29;70256.21;932.2079;2475.5912;75.37;13772.47;19.6032;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
156;MET00000156;20250101;4;1;;6;;2025;1;2025-01;MISTA;110623.88;107147.04;2432.5295;6556.044;44.05;37461.88;34.9631;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
157;MET00000157;20250101;4;1;;7;;2025;1;2025-01;MISTA;116102.31;110137.67;3205.1606;6951.5262;34.36;34218.66;31.069;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
158;MET00000158;20250101;4;1;;8;;2025;1;2025-01;MISTA;31667.06;29883.49;3186.1941;6214.4423;9.38;9445.32;31.6072;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
159;MET00000159;20250101;4;1;;9;;2025;1;2025-01;MISTA;55095.86;53362.35;2822.0374;4266.6487;18.91;15139.11;28.3704;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
160;MET00000160;20250101;4;1;;10;;2025;1;2025-01;MISTA;110338.58;99549.73;3226.2213;4670.1761;30.86;32366.38;32.5128;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
161;MET00000161;20250101;4;2;;1;;2025;1;2025-01;MISTA;171696.05;154950.17;2358.6213;3622.0351;65.7;41818.06;26.9881;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
162;MET00000162;20250101;4;2;;2;;2025;1;2025-01;MISTA;91610.8;83205.62;1976.8171;4067.9031;42.09;29194.26;35.0869;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
163;MET00000163;20250101;4;2;;3;;2025;1;2025-01;MISTA;100867.26;93859.78;3359.6051;5902.5257;27.94;29279.13;31.1945;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
164;MET00000164;20250101;4;2;;4;;2025;1;2025-01;MISTA;78648.5;75841.19;2760.5935;5302.079;27.47;18079.19;23.8382;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
165;MET00000165;20250101;4;2;;5;;2025;1;2025-01;MISTA;30372.55;26955.38;1398.0465;2709.9524;19.28;5769.21;21.4028;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
166;MET00000166;20250101;4;2;;6;;2025;1;2025-01;MISTA;108524.97;104728.8;582.7841;850.7372;179.7;32140.34;30.6891;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
167;MET00000167;20250101;4;2;;7;;2025;1;2025-01;MISTA;62050.53;59927.73;980.6459;1886.9004;61.11;11911.55;19.8765;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
168;MET00000168;20250101;4;2;;8;;2025;1;2025-01;MISTA;119755.18;109128.23;3198.4664;6529.8737;34.12;34947.64;32.0244;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
169;MET00000169;20250101;4;2;;9;;2025;1;2025-01;MISTA;27958.35;25745.1;2192.2528;5429.9137;11.74;6102.99;23.7054;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
170;MET00000170;20250101;4;2;;10;;2025;1;2025-01;MISTA;68211.92;60336.85;1554.1681;2399.8441;38.82;17912.65;29.6877;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
171;MET00000171;20250101;4;3;;1;;2025;1;2025-01;MISTA;155600.77;145173.18;3487.9373;6816.6196;41.62;27160.43;18.709;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
172;MET00000172;20250101;4;3;;2;;2025;1;2025-01;MISTA;39573.62;37184.67;2831.5465;7322.1094;13.13;7154.92;19.2416;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
173;MET00000173;20250101;4;3;;3;;2025;1;2025-01;MISTA;57312.7;51596.7;2748.645;4213.1936;18.77;19321.19;37.4466;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
174;MET00000174;20250101;4;3;;4;;2025;1;2025-01;MISTA;37535.12;35814.52;1814.1891;2746.542;19.74;12994.62;36.2831;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
175;MET00000175;20250101;4;3;;5;;2025;1;2025-01;MISTA;110346.59;103220.2;2981.514;5595.5119;34.62;20711.02;20.0649;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
176;MET00000176;20250101;4;3;;6;;2025;1;2025-01;MISTA;48826.28;44184.49;1422.3891;2656.3678;31.06;10121.85;22.9082;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
177;MET00000177;20250101;4;3;;7;;2025;1;2025-01;MISTA;150513.08;132800.52;1918.3635;4334.3438;69.23;28624.69;21.5547;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
178;MET00000178;20250101;4;3;;8;;2025;1;2025-01;MISTA;44406.25;41387.45;801.9322;1927.0926;51.61;9005.65;21.7594;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
179;MET00000179;20250101;4;3;;9;;2025;1;2025-01;MISTA;73070.92;69997.93;1388.7574;3809.3323;50.4;24648.7;35.2135;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
180;MET00000180;20250101;4;3;;10;;2025;1;2025-01;MISTA;118074.78;112225.64;591.62;1616.6106;189.69;33045.85;29.4459;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
181;MET00000181;20250101;4;4;;1;;2025;1;2025-01;MISTA;68936.68;65275.56;843.5699;1219.3484;77.38;23708.12;36.3201;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
182;MET00000182;20250101;4;4;;2;;2025;1;2025-01;MISTA;134685.9;122883.27;603.3632;797.3905;203.66;27353.41;22.2597;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
183;MET00000183;20250101;4;4;;3;;2025;1;2025-01;MISTA;83432.79;76791.8;3464.0677;5487.1343;22.17;28178.02;36.694;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
184;MET00000184;20250101;4;4;;4;;2025;1;2025-01;MISTA;103807.65;92057.96;998.9421;2073.7896;92.16;28348.0;30.7936;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
185;MET00000185;20250101;4;4;;5;;2025;1;2025-01;MISTA;66015.68;63782.28;637.5152;1705.4256;100.05;24005.18;37.6361;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
186;MET00000186;20250101;4;4;;6;;2025;1;2025-01;MISTA;58885.24;51909.17;2082.8814;2568.4806;24.92;11136.0;21.4529;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
187;MET00000187;20250101;4;4;;7;;2025;1;2025-01;MISTA;54570.76;51290.66;811.4685;1974.128;63.21;13347.19;26.0227;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
188;MET00000188;20250101;4;4;;8;;2025;1;2025-01;MISTA;168397.89;156813.3;2476.348;5757.0201;63.32;44761.87;28.5447;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
189;MET00000189;20250101;4;4;;9;;2025;1;2025-01;MISTA;171250.66;151335.21;997.6858;2184.3224;151.69;37034.6;24.4719;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
190;MET00000190;20250101;4;4;;10;;2025;1;2025-01;MISTA;62895.21;58417.47;3259.5125;4349.9986;17.92;14239.07;24.3747;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
191;MET00000191;20250101;4;5;;1;;2025;1;2025-01;MISTA;175999.58;164483.27;1186.1663;2109.9438;138.67;31633.85;19.2323;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
192;MET00000192;20250101;4;5;;2;;2025;1;2025-01;MISTA;177684.9;167861.48;3054.6735;3886.0744;54.95;55290.84;32.9384;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
193;MET00000193;20250101;4;5;;3;;2025;1;2025-01;MISTA;170491.91;155380.25;1854.1701;3497.9774;83.8;55489.47;35.712;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
194;MET00000194;20250101;4;5;;4;;2025;1;2025-01;MISTA;52541.92;46315.26;2791.5999;5541.0266;16.59;17087.42;36.8937;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
195;MET00000195;20250101;4;5;;5;;2025;1;2025-01;MISTA;79640.01;70706.09;1029.8141;2363.1802;68.66;15707.13;22.2147;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
196;MET00000196;20250101;4;5;;6;;2025;1;2025-01;MISTA;49163.27;43742.58;2182.3623;3610.2089;20.04;15003.48;34.2995;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
197;MET00000197;20250101;4;5;;7;;2025;1;2025-01;MISTA;116392.74;106633.26;1172.3213;2272.8052;90.96;29589.04;27.7484;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
198;MET00000198;20250101;4;5;;8;;2025;1;2025-01;MISTA;77142.13;69471.64;3398.2139;5578.3719;20.44;24190.81;34.8211;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
199;MET00000199;20250101;4;5;;9;;2025;1;2025-01;MISTA;155175.62;139768.98;3233.0164;4223.0681;43.23;27183.65;19.449;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
200;MET00000200;20250101;4;5;;10;;2025;1;2025-01;MISTA;173773.48;168492.0;774.7302;1600.5408;217.48;60119.66;35.681;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
201;MET00000201;20250101;5;1;;1;;2025;1;2025-01;MISTA;54191.49;50749.97;1478.9878;2632.5515;34.31;13721.05;27.0366;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
202;MET00000202;20250101;5;1;;2;;2025;1;2025-01;MISTA;137345.86;123006.5;3118.2395;4974.5437;39.45;33439.49;27.1851;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
203;MET00000203;20250101;5;1;;3;;2025;1;2025-01;MISTA;59946.62;58141.4;1865.3422;3168.8112;31.17;17858.87;30.7163;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
204;MET00000204;20250101;5;1;;4;;2025;1;2025-01;MISTA;27144.8;25751.06;2324.919;3036.7645;11.08;8494.45;32.9868;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
205;MET00000205;20250101;5;1;;5;;2025;1;2025-01;MISTA;118361.48;106497.06;3242.9102;7804.4703;32.84;26900.09;25.259;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
206;MET00000206;20250101;5;1;;6;;2025;1;2025-01;MISTA;59712.95;55122.93;2909.6004;4403.6541;18.95;12053.34;21.8663;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
207;MET00000207;20250101;5;1;;7;;2025;1;2025-01;MISTA;85597.57;78981.04;1376.6673;3519.9889;57.37;28390.98;35.9466;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
208;MET00000208;20250101;5;1;;8;;2025;1;2025-01;MISTA;54171.78;50168.35;3029.1548;3690.5289;16.56;12069.8;24.0586;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
209;MET00000209;20250101;5;1;;9;;2025;1;2025-01;MISTA;121334.51;115739.35;1158.2365;2928.1229;99.93;25381.6;21.93;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
210;MET00000210;20250101;5;1;;10;;2025;1;2025-01;MISTA;129371.23;121833.83;1489.0649;3585.4823;81.82;26920.65;22.0962;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
211;MET00000211;20250101;5;2;;1;;2025;1;2025-01;MISTA;48506.4;45434.07;967.2538;2261.2202;46.97;9559.55;21.0405;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
212;MET00000212;20250101;5;2;;2;;2025;1;2025-01;MISTA;131335.23;119761.82;3098.9379;6165.1478;38.65;40306.68;33.6557;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
213;MET00000213;20250101;5;2;;3;;2025;1;2025-01;MISTA;101490.6;93813.81;735.8111;1328.6654;127.5;32886.41;35.055;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
214;MET00000214;20250101;5;2;;4;;2025;1;2025-01;MISTA;94789.12;88287.57;1008.7183;1373.1859;87.52;23023.15;26.0775;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
215;MET00000215;20250101;5;2;;5;;2025;1;2025-01;MISTA;71683.39;67717.2;2402.1588;4564.5281;28.19;24795.41;36.6161;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
216;MET00000216;20250101;5;2;;6;;2025;1;2025-01;MISTA;123546.75;119165.38;2592.1997;5383.8887;45.97;37005.82;31.0542;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
217;MET00000217;20250101;5;2;;7;;2025;1;2025-01;MISTA;165857.99;147162.76;1292.1322;2274.2298;113.89;46250.46;31.4281;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
218;MET00000218;20250101;5;2;;8;;2025;1;2025-01;MISTA;146738.65;134446.96;777.2442;2003.7519;172.98;45969.75;34.1917;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
219;MET00000219;20250101;5;2;;9;;2025;1;2025-01;MISTA;83935.65;77502.62;568.0691;828.6444;136.43;23244.64;29.9921;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
220;MET00000220;20250101;5;2;;10;;2025;1;2025-01;MISTA;65952.2;63009.56;3004.1239;5559.5905;20.97;20567.1;32.6412;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
221;MET00000221;20250101;5;3;;1;;2025;1;2025-01;MISTA;26408.45;24603.65;2954.0612;7942.6564;8.33;5189.07;21.0907;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
222;MET00000222;20250101;5;3;;2;;2025;1;2025-01;MISTA;109287.15;105576.67;2091.9803;3194.0914;50.47;29239.48;27.695;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
223;MET00000223;20250101;5;3;;3;;2025;1;2025-01;MISTA;146514.67;139245.49;617.5028;1066.8361;225.5;31519.32;22.6358;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
224;MET00000224;20250101;5;3;;4;;2025;1;2025-01;MISTA;154761.93;141087.96;1308.133;2090.7128;107.85;38158.73;27.0461;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
225;MET00000225;20250101;5;3;;5;;2025;1;2025-01;MISTA;121939.08;113610.18;1924.522;2731.1899;59.03;21294.84;18.7438;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
226;MET00000226;20250101;5;3;;6;;2025;1;2025-01;MISTA;172624.73;159417.85;2444.9912;3493.0568;65.2;43079.32;27.0229;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
227;MET00000227;20250101;5;3;;7;;2025;1;2025-01;MISTA;56588.95;54791.56;753.7057;1675.576;72.7;10415.93;19.0101;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
228;MET00000228;20250101;5;3;;8;;2025;1;2025-01;MISTA;25453.94;24667.1;2562.1763;4700.8632;9.63;7811.47;31.6676;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
229;MET00000229;20250101;5;3;;9;;2025;1;2025-01;MISTA;173803.34;162260.25;789.3933;1866.2379;205.55;53753.4;33.1279;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
230;MET00000230;20250101;5;3;;10;;2025;1;2025-01;MISTA;52168.91;46263.53;1926.2684;2671.2684;24.02;10306.66;22.2782;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
231;MET00000231;20250101;5;4;;1;;2025;1;2025-01;MISTA;150571.28;143739.86;860.0651;1811.9378;167.13;42768.82;29.7543;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
232;MET00000232;20250101;5;4;;2;;2025;1;2025-01;MISTA;162158.51;154334.78;3451.1743;6310.7954;44.72;55861.22;36.1948;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
233;MET00000233;20250101;5;4;;3;;2025;1;2025-01;MISTA;49437.75;45134.22;1771.6018;3465.4336;25.48;16954.51;37.5646;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
234;MET00000234;20250101;5;4;;4;;2025;1;2025-01;MISTA;35800.15;32058.14;2187.8362;5370.0655;14.65;10834.43;33.7962;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
235;MET00000235;20250101;5;4;;5;;2025;1;2025-01;MISTA;170781.8;151973.08;2516.4509;4527.7167;60.39;35744.57;23.5203;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
236;MET00000236;20250101;5;4;;6;;2025;1;2025-01;MISTA;133750.98;119251.72;743.2748;1817.4441;160.44;27328.08;22.9163;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
237;MET00000237;20250101;5;4;;7;;2025;1;2025-01;MISTA;120293.07;116366.95;2175.3218;5665.9492;53.49;44137.84;37.9299;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
238;MET00000238;20250101;5;4;;8;;2025;1;2025-01;MISTA;179821.99;169631.5;3014.5186;5924.6079;56.27;62581.34;36.8925;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
239;MET00000239;20250101;5;4;;9;;2025;1;2025-01;MISTA;121791.71;116121.42;3007.9335;5554.678;38.61;24162.85;20.8083;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
240;MET00000240;20250101;5;4;;10;;2025;1;2025-01;MISTA;138053.05;125491.69;3121.0255;4106.6264;40.21;26152.93;20.8404;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
241;MET00000241;20250101;5;5;;1;;2025;1;2025-01;MISTA;118289.82;112536.24;1837.8935;4540.2576;61.23;40466.38;35.9585;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
242;MET00000242;20250101;5;5;;2;;2025;1;2025-01;MISTA;83811.92;77163.59;874.8217;1092.2675;88.2;24161.51;31.3121;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
243;MET00000243;20250101;5;5;;3;;2025;1;2025-01;MISTA;51102.97;45721.58;2674.6699;7472.0858;17.09;9769.33;21.367;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
244;MET00000244;20250101;5;5;;4;;2025;1;2025-01;MISTA;77664.83;74210.43;1802.3259;2789.0885;41.17;16769.56;22.5973;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
245;MET00000245;20250101;5;5;;5;;2025;1;2025-01;MISTA;60808.97;57627.03;2677.979;5739.8142;21.52;11946.44;20.7306;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
246;MET00000246;20250101;5;5;;6;;2025;1;2025-01;MISTA;85433.1;77689.44;2967.544;7511.8906;26.18;24352.02;31.3453;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
247;MET00000247;20250101;5;5;;7;;2025;1;2025-01;MISTA;118195.78;104357.46;810.6137;1654.0374;128.74;28050.07;26.8788;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
248;MET00000248;20250101;5;5;;8;;2025;1;2025-01;MISTA;91138.07;84110.5;1812.1804;4678.2872;46.41;27964.58;33.2474;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
249;MET00000249;20250101;5;5;;9;;2025;1;2025-01;MISTA;102052.85;90604.16;1378.8065;3165.3612;65.71;17817.98;19.6657;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
250;MET00000250;20250101;5;5;;10;;2025;1;2025-01;MISTA;51943.83;45722.91;2084.8455;5457.4243;21.93;9396.77;20.5516;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
251;MET00000251;20250101;6;1;;1;;2025;1;2025-01;MISTA;146966.43;133571.18;1460.6313;3077.0682;91.45;48424.47;36.2537;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
252;MET00000252;20250101;6;1;;2;;2025;1;2025-01;MISTA;68865.48;61446.05;1573.8069;4241.8847;39.04;12268.36;19.9661;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
253;MET00000253;20250101;6;1;;3;;2025;1;2025-01;MISTA;78825.45;72102.2;1787.2246;3857.1517;40.34;20601.05;28.572;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
254;MET00000254;20250101;6;1;;4;;2025;1;2025-01;MISTA;69039.32;66293.74;830.0721;1192.6582;79.87;13264.81;20.0091;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
255;MET00000255;20250101;6;1;;5;;2025;1;2025-01;MISTA;129958.82;118034.72;1216.8987;2628.8298;97.0;39165.74;33.1815;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
256;MET00000256;20250101;6;1;;6;;2025;1;2025-01;MISTA;56732.73;51990.96;777.9492;1801.6992;66.83;18328.03;35.2523;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
257;MET00000257;20250101;6;1;;7;;2025;1;2025-01;MISTA;145131.41;139189.41;2089.1336;4157.7513;66.63;49152.31;35.3133;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
258;MET00000258;20250101;6;1;;8;;2025;1;2025-01;MISTA;147114.68;131568.11;1296.8571;3010.6253;101.45;32834.3;24.9561;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
259;MET00000259;20250101;6;1;;9;;2025;1;2025-01;MISTA;146205.5;134358.64;2988.1261;8229.7576;44.96;29244.9;21.7663;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
260;MET00000260;20250101;6;1;;10;;2025;1;2025-01;MISTA;84935.45;77715.78;886.2359;2350.4366;87.69;20921.75;26.9209;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
261;MET00000261;20250101;6;2;;1;;2025;1;2025-01;MISTA;54638.67;50452.52;1429.797;3045.4437;35.29;10799.12;21.4045;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
262;MET00000262;20250101;6;2;;2;;2025;1;2025-01;MISTA;115129.47;105298.92;3162.017;8044.5433;33.3;32049.74;30.4369;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
263;MET00000263;20250101;6;2;;3;;2025;1;2025-01;MISTA;43066.22;41243.05;573.497;1440.6818;71.92;12094.52;29.325;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
264;MET00000264;20250101;6;2;;4;;2025;1;2025-01;MISTA;129587.03;117249.23;3327.7831;8068.2741;35.23;22704.17;19.364;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
265;MET00000265;20250101;6;2;;5;;2025;1;2025-01;MISTA;36794.74;33610.35;2981.6799;3739.9294;11.27;6223.55;18.5168;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
266;MET00000266;20250101;6;2;;6;;2025;1;2025-01;MISTA;93169.49;88255.3;3278.1247;8762.8103;26.92;21401.13;24.2491;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
267;MET00000267;20250101;6;2;;7;;2025;1;2025-01;MISTA;29501.55;27385.83;841.7709;1268.0478;32.53;9266.99;33.8386;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
268;MET00000268;20250101;6;2;;8;;2025;1;2025-01;MISTA;151043.72;144546.88;2970.2364;5306.2782;48.67;27736.64;19.1887;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
269;MET00000269;20250101;6;2;;9;;2025;1;2025-01;MISTA;32540.84;29332.88;570.5821;1012.9944;51.41;5760.16;19.6372;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
270;MET00000270;20250101;6;2;;10;;2025;1;2025-01;MISTA;34686.61;33324.0;2558.9058;4390.2377;13.02;11028.11;33.0936;2025-01-01;2025-01-31;S;2026-07-01 10:00:00;
